cif_id,target
P1Ru1Zr1_ICSD_648037,0.0
S1Zn1_ICSD_37375,2.6996
Fe1Mo2S4_ICSD_94751,0.1421
B2Lu1Ru3_ICSD_108063,0.0
Al1Mg3Pt2_ICSD_105510,0.0
H5N1O7Se2V1_ICSD_97400,1.8895
Lu1Na1O8Pd6_ICSD_416619,0.1052
C2Cl4H12Mn1N2_ICSD_110654,3.8085
Eu1Se1_ICSD_631661,0.8455
F6Rb2U1_ICSD_14116,3.5713
Au1F4Na1_ICSD_9905,2.6195
H1V2_ICSD_62131,0.0
P1Sn1Sr1_ICSD_63594,0.0
Er1Ge1Rh1_ICSD_86111,0.0
Al1Bi1_ICSD_188519,0.0
S2W1_ICSD_202367,1.3661
N2Pt1_ICSD_166462,1.3078
Al2O3_ICSD_9775,5.8481
As1Br1Hg3O4_ICSD_411758,1.8581
Br1Fe1O7Te3_ICSD_421384,1.7728
P3Sr1_ICSD_96543,0.0
Fe1Lu2S4_ICSD_37422,0.0
Eu1O3Ti1_ICSD_187101,0.7569
Ce8Pd24Sb1_ICSD_83378,0.0
O6Os2Rb1_ICSD_157438,0.0
Al6Cl2Na8O24Si6_ICSD_98807,4.6772
Fe1Mo6S8_ICSD_632656,0.0
Rh1Ta1Te4_ICSD_656453,0.0
Ge8Yb3_ICSD_97356,0.0
P1_ICSD_150873,0.1394
Re6Se12Tl4_ICSD_65822,1.0024
C1Ga1Yb3_ICSD_56398,0.0
K1Nb1O3_ICSD_9532,1.7303
Ca1Cu2P2_ICSD_41756,0.0
C2N2_ICSD_15870,4.7918
Ba2F8Zr1_ICSD_85718,5.9363
As1Ca1Co1H1O5_ICSD_240725,2.3812
Bi2Fe4O9_ICSD_186440,1.6087
Cl8N4P4_ICSD_33711,3.8518
Al1F3_ICSD_130021,7.4208
B2Ir5Mg2Si1_ICSD_69487,0.0
O2Zr1_ICSD_92096,3.125
As1Co2_ICSD_56969,0.0
Ga1Nb3_ICSD_634748,0.0
Cu1O2Rh1_ICSD_29214,1.5605
Ba1Ca2Mg1O8Si2_ICSD_422406,4.9863
B2La1Os2_ICSD_601366,0.0
C3Cl5H14N1_ICSD_110271,5.7165
Mn4O7Si1_ICSD_36273,1.206
O3Tl2_ICSD_413878,0.0
Co3Y1_ICSD_603098,0.0
Li1Se2Tb1_ICSD_44962,1.5131
Gd3O12Sb5_ICSD_67024,3.1034
Al6C3N2_ICSD_14399,0.0
Be2O4Si1_ICSD_64944,5.8215
Rb1Zn13_ICSD_415889,0.0
Al1La1O3_ICSD_90523,3.6385
Er3P6Pd20_ICSD_409903,0.0
Bi1Rb1_ICSD_55066,0.3931
B2Nb1_ICSD_30421,0.0
Au1Gd1_ICSD_611908,0.0
F4Na2Pd1_ICSD_33889,2.6221
Fe2O3_ICSD_96069,0.0
Fe16N2_ICSD_185976,0.0
Ba1Cu1La1Se3_ICSD_659178,1.0097
Ga1O3Y1_ICSD_1999,2.9478
B1H6N1_ICSD_181423,6.0607
Ag1Cd3F20Zr3_ICSD_78892,0.0
N1O3Rb1_ICSD_35102,3.2546
Sc10.5602_ICSD_164199,0.0
B1F3Na2O4S1_ICSD_424150,5.7648
Er1Mn1O3_ICSD_182639,0.0
Sb1Se2Tl1_ICSD_651539,0.0
Se1Tm1_ICSD_652082,0.0
As2Mo1_ICSD_43263,0.0
Ca2Fe9O13_ICSD_100826,0.574
F6Rb1Ru1_ICSD_28693,2.4901
C2Mn5_ICSD_618246,0.0
C1Ga1Mn3_ICSD_617914,0.0
Au2Ho1_ICSD_611992,0.0
Os1Sb2_ICSD_647757,0.4639
N2O4_ICSD_33998,2.7151
Er1Ga3_ICSD_630546,0.0
Er1O4V1_ICSD_167092,2.9478
C1Zr1_ICSD_183162,0.4824
F3Ir1_ICSD_16676,0.0
Ba1Cu1O6Si2_ICSD_74633,1.5599
Rh1Zr1_ICSD_163454,0.0
Cr2Fe1S4_ICSD_625936,0.0
I1Na1_ICSD_61504,3.6141
Cu2Te2Tl1_ICSD_629346,0.0
K1Na1S1_ICSD_62658,2.5107
Co2K1Se2_ICSD_623961,0.0
H2Y1_ICSD_638535,0.0
Yb3Zn11_ICSD_653480,0.0
Au1K3P2Se8_ICSD_165321,1.2766
Cs1F3Pb1_ICSD_290351,2.9421
Cu5Sr1_ICSD_400337,0.0
B4Fe1_ICSD_425311,0.0
Ag1Bi1Sr1_ICSD_57019,0.0
Fe3H6K1O14S2_ICSD_189304,1.0228
Al8Ge3Sr14_ICSD_173215,0.0447
Ba1Cu8P4_ICSD_66016,0.0
C3Ho2_ICSD_618076,0.0
H8N2O12Se1W3_ICSD_80391,2.6832
C6Ce1Fe1H8N6O4_ICSD_262735,0.8715
Cl1K1_ICSD_240506,5.0439
Fe1O3Ti1_ICSD_30668,1.9762
Fe1Ni1P1_ICSD_632938,0.0
S3Sb2_ICSD_99799,1.2827
B2Ir3Y1_ICSD_614578,0.0
B6Yb1_ICSD_615749,0.0
Cs2O9Si3Zr1_ICSD_93133,4.7947
Sc1Sn2_ICSD_170062,0.0
Al3La1_ICSD_659413,0.0
Ca1F6Sn1_ICSD_35713,4.8292
Al2O5Si1_ICSD_16976,5.4388
Al1H3O3_ICSD_164050,5.0865
B6Gd1_ICSD_614311,0.0
Be13Th1_ICSD_58740,0.0
Au3Sb4Sm3_ICSD_612289,0.0
Cr2K3Na1O8_ICSD_74558,3.0352
C1Hf1_ICSD_618002,0.0
Fe1K1O7P2_ICSD_86309,2.3605
As1F6K1_ICSD_16663,4.7861
Eu2O7Si2_ICSD_34586,0.2673
P1Pd1Sm1_ICSD_57160,0.0
Nd2Re3Si5_ICSD_10085,0.0
Ba2Cu3O7Y1_ICSD_71423,0.0
Cr2Nb1_ICSD_188264,0.0
H2Mg1_ICSD_638287,3.6478
Ca1O5Si1Ti1_ICSD_89786,2.2437
Hg1Se1_ICSD_56212,0.0
Ca1In2_ICSD_414232,0.0
Fe1O4Sr2_ICSD_74419,0.0
Cu1Ti3_ICSD_103130,0.0
K1Ni2Se2_ICSD_424686,0.0
O25P6Si5_ICSD_72999,5.6061
Ca1Cd2Cu9_ICSD_424134,0.0
Hf1Si1_ICSD_638924,0.0
Be2Ca1Ge2_ICSD_25337,0.0
Ge2Ni2Pr1_ICSD_600193,0.0
Na2O1Sb2Ti2_ICSD_91215,0.0
Nd1O4P1_ICSD_31565,3.977
Ga3U1_ICSD_635591,0.0
Lu1S1_ICSD_642575,0.0
Eu3O6Ta1_ICSD_4148,0.0
Ca1Fe1O6Si2_ICSD_156540,2.8224
Nd3Pt4_ICSD_645736,0.0
P2Zn3_ICSD_648311,0.6882
P1Zr3_ICSD_43207,0.0
Co2Sn1Ti1_ICSD_625291,0.0
C1Ni3Zn1_ICSD_77230,0.0
Ni3P1_ICSD_54177,0.0
Cr3Si1_ICSD_626780,0.0
Pb1_ICSD_54313,0.0
Ce1Ge2_ICSD_20245,0.0
Au1Sn2_ICSD_58587,0.0
Cu1K1O1_ICSD_40158,1.5707
Ba1F4Pd1_ICSD_108991,2.5479
Br1Cu1_ICSD_30091,0.9635
P1S4Tb1_ICSD_415209,2.1719
La1N1_ICSD_641463,0.0
P6Rb4Se12_ICSD_171420,1.3949
Er2In1Ni2_ICSD_630690,0.0
Al1O3Pr1_ICSD_90566,3.9609
N1Zr1_ICSD_644881,0.0
As2F12I4_ICSD_37001,0.0
Nd1Te2Tl1_ICSD_646038,0.6813
Ga3Hf3Nb2_ICSD_103733,0.0
Ni3Y1_ICSD_647104,0.0
Cu1H4I2O8_ICSD_200326,1.8362
Ge13Os4Yb3_ICSD_637490,0.0
Cu1Gd3Ge1S7_ICSD_627608,1.9024
Pr1Sb1_ICSD_92167,0.0
Ba2Ni1O6Os1_ICSD_16406,0.0
Br5K1Pb2_ICSD_250266,3.0601
K2O9Si3Zr1_ICSD_200082,4.8167
Au1Na2Sn3_ICSD_107556,0.0
F11Fe1Na1Zr2_ICSD_81220,3.1147
Ba2Ir1O6Y1_ICSD_152679,0.0
Ce1O3V1_ICSD_162747,0.878
Lu1Ni4Sn1_ICSD_104808,0.0
Ho1P1_ICSD_639537,0.0
Ca2Ge2Ni3_ICSD_421074,0.0
Ag1Br13Mo6_ICSD_412903,2.3707
Mg1O3Si1_ICSD_34074,4.6846
Cu9S5_ICSD_41263,0.0
Ca1Ge1Pt1_ICSD_602354,0.0
C4H2N4O2Pt1Rb2_ICSD_418912,2.427
Fe3N1Rh1_ICSD_153274,0.0
As2K3La1O8_ICSD_421979,3.7543
C2H8I1N1_ICSD_110536,4.3346
Au2O3_ICSD_8014,1.0319
Cd1In2Se4_ICSD_620049,0.9353
La1Te2_ICSD_642040,0.0
Mo1O3Sr1_ICSD_174208,0.0
Cu4Rb1S3_ICSD_603968,0.0
Ni1Zn1_ICSD_105470,0.0
Pt8V1_ICSD_180979,0.0
Ag2S1_ICSD_173999,0.0
Ir1Sn1Yb1_ICSD_641062,0.0
Dy1Ir2Si2_ICSD_629885,0.0
Nb3Sc2Si4_ICSD_645364,0.0
B3Ru2_ICSD_108082,0.0
Ba4P4Si1_ICSD_32559,1.0874
As1Ti3_ICSD_611501,0.0
Al1Cu1Pr1_ICSD_607054,0.0
Pb1Te1_ICSD_63099,0.7989
O3Tb2_ICSD_27995,3.9046
Fe5O12Y3_ICSD_60167,0.0
Ca1Sn1Zn1_ICSD_106358,0.0
Fe2Ga1Mn1_ICSD_186721,0.0
Br1H12N7P2_ICSD_410887,4.426
Cu4Sc1Sn1_ICSD_629023,0.0
Se3Ta1_ICSD_43213,0.0
Al3Fe14Y2_ICSD_601854,0.0
Cu3Nd1O8Pb2Sr2_ICSD_71479,0.0
Dy11Sn10_ICSD_103372,0.0
Al1Gd1Ge1_ICSD_607864,0.0
O2Sn1_ICSD_181109,0.0
Co2Hf1Sn1_ICSD_623806,0.0
Cl3Pr3Ru1_ICSD_173604,0.0
Be13Er1_ICSD_616261,0.0
Co2Y1_ICSD_603249,0.0
O1Sr1_ICSD_105548,3.2755
La1Pt2Si2_ICSD_641712,0.0
Cd1N1_ICSD_183198,0.0
Pb3Y1_ICSD_105641,0.0
Er1Ge2Ni2_ICSD_79939,0.0
Co3Er1_ICSD_172411,0.0
Hg2P2S6_ICSD_2564,1.7509
Ni2O4Si1_ICSD_200129,3.2679
H2K7N1O22P6_ICSD_67509,3.6296
As1Ca3N1_ICSD_657356,0.8578
Ge3Yb5_ICSD_600993,0.0
Er1S1_ICSD_631056,0.0
Ba2S4Si1_ICSD_42661,3.0024
Cl3Ru1_ICSD_22093,0.0
C1Ti3Tl1_ICSD_42930,0.0
As4U3_ICSD_611528,0.0
C2Rb2_ICSD_51529,3.5762
Au2Sr3_ICSD_58596,0.0
C2Fe1H2N4_ICSD_419222,3.0618
As4Ge3_ICSD_163833,0.1408
Ge1N2Zn1_ICSD_15144,2.0752
Na1S2Ti1_ICSD_26305,0.0
Bi1Mn1Rb1_ICSD_616824,0.0
Mn1Na2O4_ICSD_39504,0.2657
B1Ir3Sc1_ICSD_44423,0.0
Li2O4S1_ICSD_153806,5.99
Lu1Rh2Si2_ICSD_642548,0.0
K2Mo9S11_ICSD_641250,0.0
Cl1Na1O3_ICSD_26684,5.6551
Rh1Sb1_ICSD_991,0.0
K1Na2Ni1O2_ICSD_79878,1.3869999999999998
C6I4O6Os2_ICSD_68901,1.9013
H10N2O4S1_ICSD_23824,4.8469999999999995
B2C2Er1_ICSD_94042,0.0
Mg1Sc1_ICSD_108583,0.0
H12O11P2Zn2_ICSD_65825,5.4529
Se1Zr2_ICSD_42988,0.0
Br2Cu3O4Sr2_ICSD_29040,0.0
Ce1F1S1_ICSD_93477,0.0
Br6Cd2H16O8Sr1_ICSD_281279,2.8592
I2_ICSD_10084,0.9761
Al1N1_ICSD_41482,4.0464
La1Ni1Si2_ICSD_658592,0.0
C3Ce1O13P1Sr3_ICSD_76608,0.0
Ag1La1O1S1_ICSD_89023,1.6691
Cu4Dy3Ge4_ICSD_98333,0.0
F3Nd1_ICSD_63049,5.2193
Cl3O1V1_ICSD_250365,2.8677
B1O8P1Th2_ICSD_183574,4.5804
Cs6Ge8Zn1_ICSD_85476,1.0932
As1Ga1_ICSD_610534,0.2947
Cl1F8Sb1_ICSD_9899,3.1625
Dy1Se1_ICSD_630250,0.0
Mg1O4S1_ICSD_240893,5.5421
As4Ba3Si2_ICSD_41183,0.8232
Ba1Mn2O14Si4Sr2_ICSD_39593,2.0054
K1La1Na1O5Ta1_ICSD_419855,3.4593
Cu2Ge1Se4Zn1_ICSD_627831,0.0
Mg1_ICSD_426953,0.0
Mn2Si2Y1_ICSD_643695,0.0
Dy1Fe2_ICSD_629582,0.0
Au1Ce1Pb1_ICSD_611722,0.0
Fe2Ge2Ho1_ICSD_88109,0.0
Ce1Pt2Sn2_ICSD_621912,0.0
Ca2Mn1O4_ICSD_99523,0.3561
Ca1Mn1O3_ICSD_50997,0.4467
Dy1Pd1Sn1_ICSD_630098,0.0
Nd1S2Tl1_ICSD_54291,1.7461
In1Se1_ICSD_2308,0.3373
Ba2Na1O6Re1_ICSD_200876,1.9674
Al1F7Mg1Na2_ICSD_100408,6.6696
Cu1Eu1O2_ICSD_18106,0.0
Au1C1Cl1O1_ICSD_33526,3.3942
In1Ni2Ti1_ICSD_54596,0.0
Br2La2P1_ICSD_418009,0.0
Si4Tb2Ti3_ICSD_96128,0.0
Mo4O11Y4_ICSD_281037,0.3481
Al4B2Co1O10_ICSD_1975,3.8403
Cl4Mg1Na2_ICSD_69343,4.9262
Mo2Zr1_ICSD_105115,0.0
Cu2Hg1S4Sn1_ICSD_627930,0.0
La2O7Zr2_ICSD_184101,0.0
F2O7Te2V2_ICSD_173748,2.1831
Ag1Er1Se2_ICSD_15302,1.5616
I2Se8Tc6_ICSD_421197,0.4604
Cd1F7Rb1Zr1_ICSD_245783,5.2007
Ce1Co2_ICSD_620661,0.0
Ge1O2_ICSD_23783,3.1721
P5Y1_ICSD_409188,0.1222
La1Si1_ICSD_408030,0.0
Ce1Ru2_ICSD_621977,0.0
Cd1Dy2Ge2_ICSD_424175,0.0
Cr2S4Zn1_ICSD_53209,2.4338
F1H4K1O2_ICSD_165371,5.1395
B4Ta3_ICSD_44589,0.0
Sc8Te3_ICSD_85795,0.0
Cd1Cr1O4_ICSD_18119,2.4304
Ru2Si2Th1_ICSD_603984,0.0
Mg1Te1_ICSD_642883,2.3633
B6Fe3Tb4_ICSD_614214,0.0
Al1Na1O6Si2_ICSD_162536,5.2363
H8Na4O26Si8Ti2_ICSD_75931,3.7541
Ni1O6Sr2W1_ICSD_153327,1.3386
Na2Pd1Se2_ICSD_644936,0.9093
B2Pr1Ru3_ICSD_44551,0.0
Ba4Cu3O9Yb1_ICSD_69718,0.0
O3Pb1Ti1_ICSD_165498,2.1795
In1_ICSD_639812,0.0
Ge1Ir1Y1_ICSD_636761,0.0
K1Mo3S3_ICSD_641249,0.0
O3Rb1_ICSD_59100,0.9639
Cs1F8Re1_ICSD_410829,1.8356
La1Ni2Sn2_ICSD_641594,0.0
Ba3Na1Nb1O6_ICSD_72330,3.2264
Al1Cu2Zr1_ICSD_185282,0.0
C4Fe1Y2_ICSD_617900,0.0
C2Dy1Fe1_ICSD_617582,0.0
C6K3Mn1N6_ICSD_24933,1.3842
F11Na1Ti1Zr2_ICSD_78867,0.0
Ge3La1Rh1_ICSD_161872,0.0
B1Li1Pt3_ICSD_68091,0.0
In3Yb1_ICSD_640708,0.0
Co2Ta1_ICSD_625331,0.0
K2Te2_ICSD_96740,0.1841
Ge1Te1_ICSD_638011,0.3753
Se1Ta2_ICSD_657372,0.0
Fe5Y1_ICSD_184905,0.0
Fe2Ge2La1_ICSD_632050,0.0
Ba1Ge2_ICSD_615881,0.4712
F2Kr1_ICSD_23534,2.7901
Ge13Ho3Ru4_ICSD_636675,0.0
I4Tl2Zn1_ICSD_37099,2.9784
Sn1Te1_ICSD_600865,0.0745
Ag1Al1O2_ICSD_160643,1.4608
Rh1Sn1_ICSD_105929,0.0
B2Ti1_ICSD_165124,0.0
Ca1H3O4P1_ICSD_411737,6.0773
Ag2O1_ICSD_174087,0.0857
B2Co3Zr1_ICSD_613452,0.0
C1_ICSD_31170,0.0
O6Pb1Se2_ICSD_154718,1.2612
Ce1Se2Tl1_ICSD_622133,0.4651
S1Sr1_ICSD_659132,2.4958
As1S4Tl3_ICSD_61709,1.6504
F3Ti1_ICSD_52163,0.0
As2Os1_ICSD_611138,0.8907
As1Th1_ICSD_611485,0.0
Co2Ti1_ICSD_102707,0.0
F5P1_ICSD_62554,7.0791
Fe2S6Ta9_ICSD_63592,0.0
Ge2Ir1La1_ICSD_636702,0.0
